1675.157988	0.073860581
960.1875592	2.117336669
2127.184747	0.093556737
396.8775245	2.117336669
259.004439	0.324986558
462.8596439	0.137873085
1294.037387	3.939231012
154.6148172	0.492403877
3.939231012	0.610580807
59.08846518	0.093556737
1331.460082	0.393923101
48.2555799	3.249865585
35.45307911	2.117336669
20.68096281	0.610580807
262.9436701	0.260974055
231.429822	0.610580807
196.9615506	0.093556737
653.912348	0.172341357
226.5057832	0.211733667
295.4423259	0.137873085
338.773867	0.073860581
914.8864025	2.609740545
1449.637012	0.093556737
